x y z u_s_num u_c_num u_s_exact u_c_exact err_s err_c
0.875 0.541667 0.208333 0.235491 0.0908552 0.23097 0.0956709 0.00452068 -0.00481567
0.916667 0.541667 0.208333 0.159392 0.0972345 0.156211 0.100025 0.00318069 -0.00279039
0.958333 0.541667 0.208333 0.0804146 0.101571 0.0787795 0.102667 0.00163504 -0.00109685
1 0.541667 0.208333 7.3914e-17 0.103553 7.3914e-17 0.103553 -1.2326e-32 -1.38778e-17
0 0.583333 0.208333 0 -0.205335 0 -0.205335 0 2.77556e-17
0.0416667 0.583333 0.208333 0.0764888 -0.208447 0.0767518 -0.203578 -0.000263037 -0.00486904
0.0833333 0.583333 0.208333 0.15179 -0.206773 0.15219 -0.198338 -0.00040079 -0.0084344
0.125 0.583333 0.208333 0.224791 -0.200808 0.225025 -0.189705 -0.000233605 -0.0111029
0.166667 0.583333 0.208333 0.29426 -0.19099 0.294009 -0.177825 0.000250724 -0.0131651
0.208333 0.583333 0.208333 0.358953 -0.177703 0.357963 -0.162903 0.000989866 -0.0148
0.25 0.583333 0.208333 0.417692 -0.161296 0.415792 -0.145194 0.00190042 -0.0161019
0.291667 0.583333 0.208333 0.46941 -0.14211 0.466506 -0.125 0.00290356 -0.0171103
0.333333 0.583333 0.208333 0.513173 -0.120502 0.509239 -0.102667 0.00393417 -0.0178348
0.375 0.583333 0.208333 0.5482 -0.0968489 0.543258 -0.0785783 0.00494193 -0.0182706
0.416667 0.583333 0.208333 0.573871 -0.0715542 0.567982 -0.0531446 0.00588898 -0.0184096
0.458333 0.583333 0.208333 0.589735 -0.0450463 0.582988 -0.0268016 0.00674696 -0.0182447
0.5 0.583333 0.208333 0.595513 -0.0177734 0.588018 -1.25731e-17 0.00749414 -0.0177734
0.541667 0.583333 0.208333 0.591101 0.00980356 0.582988 0.0268016 0.00811309 -0.016998
0.583333 0.583333 0.208333 0.576571 0.0372185 0.567982 0.0531446 0.00858858 -0.0159261
0.625 0.583333 0.208333 0.552164 0.0640079 0.543258 0.0785783 0.00890543 -0.0145704
0.666667 0.583333 0.208333 0.518285 0.0897178 0.509239 0.102667 0.00904605 -0.0129497
0.708333 0.583333 0.208333 0.475494 0.113909 0.466506 0.125 0.00898744 -0.0110909
0.75 0.583333 0.208333 0.42449 0.13616 0.415792 0.145194 0.00869789 -0.00903356
0.791667 0.583333 0.208333 0.366097 0.156064 0.357963 0.162903 0.00813442 -0.00683955
0.833333 0.583333 0.208333 0.301253 0.173217 0.294009 0.177825 0.00724341 -0.00460831
0.875 0.583333 0.208333 0.230994 0.187204 0.225025 0.189705 0.00596937 -0.00250027
0.916667 0.583333 0.208333 0.15647 0.197573 0.15219 0.198338 0.00428004 -0.000765799
0.958333 0.583333 0.208333 0.0789712 0.203808 0.0767518 0.203578 0.0022194 0.00022924
1 0.583333 0.208333 7.20115e-17 0.205335 7.20115e-17 0.205335 -1.2326e-32 -2.77556e-17
0 0.625 0.208333 0 -0.303603 0 -0.303603 0 5.55112e-17
0.0416667 0.625 0.208333 0.0725383 -0.306998 0.0734108 -0.301006 -0.000872554 -0.0059925
0.0833333 0.625 0.208333 0.144011 -0.303336 0.145566 -0.293258 -0.0015544 -0.0100783
0.125 0.625 0.208333 0.213456 -0.293372 0.21523 -0.280493 -0.0017738 -0.0128793
0.166667 0.625 0.208333 0.279705 -0.277772 0.281211 -0.262928 -0.0015057 -0.0148442
0.208333 0.625 0.208333 0.341546 -0.25712 0.342381 -0.240865 -0.000834459 -0.0162556
0.25 0.625 0.208333 0.397817 -0.231949 0.397693 -0.21468 0.000124698 -0.0172696
0.291667 0.625 0.208333 0.447463 -0.202782 0.4462 -0.184822 0.00126302 -0.0179603
0.333333 0.625 0.208333 0.489563 -0.170157 0.487072 -0.151802 0.00249133 -0.0183549
0.375 0.625 0.208333 0.523352 -0.134643 0.51961 -0.116184 0.0037412 -0.0184588
0.416667 0.625 0.208333 0.54822 -0.0968472 0.543258 -0.0785783 0.00496144 -0.0182689
0.458333 0.625 0.208333 0.563724 -0.0574106 0.557611 -0.0396282 0.00611364 -0.0177824
0.5 0.625 0.208333 0.56959 -0.0169998 0.562422 -1.85903e-17 0.00716792 -0.0169998
0.541667 0.625 0.208333 0.56571 0.0237019 0.557611 0.0396282 0.00809956 -0.0159262
0.583333 0.625 0.208333 0.552144 0.0640062 0.543258 0.0785783 0.00888591 -0.0145721
0.625 0.625 0.208333 0.529114 0.103231 0.51961 0.116184 0.00950339 -0.0129527
0.666667 0.625 0.208333 0.496996 0.140712 0.487072 0.151802 0.00992387 -0.0110895
0.708333 0.625 0.208333 0.45631 0.175809 0.4462 0.184822 0.0101104 -0.00901338
0.75 0.625 0.208333 0.407705 0.207908 0.397693 0.21468 0.0100123 -0.00677168
0.791667 0.625 0.208333 0.351943 0.236423 0.342381 0.240865 0.00956157 -0.00444203
0.833333 0.625 0.208333 0.289885 0.260772 0.281211 0.262928 0.00867362 -0.0021556
0.875 0.625 0.208333 0.22249 0.280361 0.21523 0.280493 0.00725989 -0.000131749
0.916667 0.625 0.208333 0.15083 0.294537 0.145566 0.293258 0.00526479 0.00127862
0.958333 0.625 0.208333 0.0761546 0.30256 0.0734108 0.301006 0.00274376 0.00155467
1 0.625 0.208333 6.88769e-17 0.303603 6.88769e-17 0.303603 -1.2326e-32 -5.55112e-17
0 0.666667 0.208333 0 -0.396677 0 -0.396677 0 5.55112e-17
0.0416667 0.666667 0.208333 0.0673847 -0.400297 0.0688138 -0.393283 -0.00142913 -0.00701358
0.0833333 0.666667 0.208333 0.13384 -0.394712 0.13645 -0.38316 -0.00261014 -0.0115513
0.125 0.666667 0.208333 0.198564 -0.380921 0.201752 -0.366481 -0.00318744 -0.0144396
0.166667 0.666667 0.208333 0.260476 -0.359809 0.263601 -0.343532 -0.00312521 -0.0162774
0.208333 0.666667 0.208333 0.318412 -0.33215 0.320941 -0.314705 -0.00252834 -0.0174451
0.25 0.666667 0.208333 0.371248 -0.29865 0.372789 -0.280493 -0.00154063 -0.018157
0.291667 0.666667 0.208333 0.417961 -0.260001 0.418258 -0.241481 -0.000297095 -0.0185193
0.333333 0.666667 0.208333 0.457663 -0.216915 0.456571 -0.198338 0.00109233 -0.0185769
0.375 0.666667 0.208333 0.489616 -0.170146 0.487072 -0.151802 0.00254385 -0.0183446
0.416667 0.666667 0.208333 0.513234 -0.120493 0.509239 -0.102667 0.00399507 -0.0178255
0.458333 0.666667 0.208333 0.528092 -0.0687977 0.522693 -0.0517767 0.00539905 -0.017021
0.5 0.666667 0.208333 0.533922 -0.0159352 0.527203 -2.42894e-17 0.00671906 -0.0159352
0.541667 0.666667 0.208333 0.530617 0.0371999 0.522693 0.0517767 0.0079241 -0.0145768
0.583333 0.666667 0.208333 0.518224 0.0897085 0.509239 0.102667 0.00898516 -0.012959
0.625 0.666667 0.208333 0.496943 0.140702 0.487072 0.151802 0.00987135 -0.0110998
0.666667 0.666667 0.208333 0.467116 0.189315 0.456571 0.198338 0.0105454 -0.00902373
0.708333 0.666667 0.208333 0.429216 0.234716 0.418258 0.241481 0.0109583 -0.00676527
0.75 0.666667 0.208333 0.383832 0.276114 0.372789 0.280493 0.0110428 -0.00437883
0.791667 0.666667 0.208333 0.33165 0.312748 0.320941 0.314705 0.0107089 -0.00195638
0.833333 0.666667 0.208333 0.273446 0.343874 0.263601 0.343532 0.00984427 0.000342171
0.875 0.666667 0.208333 0.210082 0.368725 0.201752 0.366481 0.00832998 0.0022433
0.916667 0.666667 0.208333 0.142538 0.386463 0.13645 0.38316 0.00608818 0.00330259
0.958333 0.666667 0.208333 0.0719969 0.396137 0.0688138 0.393283 0.00318316 0.00285365
1 0.666667 0.208333 6.45637e-17 0.396677 6.45637e-17 0.396677 -1.2326e-32 -5.55112e-17
0 0.708333 0.208333 0 -0.482963 0 -0.482963 0 5.55112e-17
0.0416667 0.708333 0.208333 0.0611381 -0.486735 0.0630393 -0.478831 -0.00190121 -0.00790396
0.0833333 0.708333 0.208333 0.121491 -0.479315 0.125 -0.466506 -0.00350901 -0.0128087
0.125 0.708333 0.208333 0.180426 -0.461933 0.184822 -0.4462 -0.0043957 -0.0157331
0.166667 0.708333 0.208333 0.236964 -0.435673 0.241481 -0.418258 -0.00451781 -0.0174152
0.208333 0.708333 0.208333 0.290011 -0.401485 0.294009 -0.38316 -0.00399853 -0.0183246
0.25 0.708333 0.208333 0.338501 -0.360234 0.341506 -0.341506 -0.0030055 -0.0187278
0.291667 0.708333 0.208333 0.381466 -0.31277 0.38316 -0.294009 -0.00169474 -0.0187603
0.333333 0.708333 0.208333 0.418066 -0.259964 0.418258 -0.241481 -0.000192234 -0.018483
0.375 0.708333 0.208333 0.447606 -0.202742 0.4462 -0.184822 0.00140662 -0.0179198
0.416667 0.708333 0.208333 0.469537 -0.14208 0.466506 -0.125 0.00303108 -0.0170801
0.458333 0.708333 0.208333 0.483459 -0.0790094 0.478831 -0.0630393 0.00462793 -0.0159701
0.5 0.708333 0.208333 0.489118 -0.014598 0.482963 -2.95729e-17 0.00615523 -0.014598
0.541667 0.708333 0.208333 0.486408 0.0500632 0.478831 0.0630393 0.00757721 -0.0129762
0.583333 0.708333 0.208333 0.475366 0.113879 0.466506 0.125 0.00885992 -0.0111211
0.625 0.708333 0.208333 0.456166 0.175768 0.4462 0.184822 0.00996677 -0.00905383
0.666667 0.708333 0.208333 0.429112 0.23468 0.418258 0.241481 0.0108534 -0.00680156
0.708333 0.708333 0.208333 0.394622 0.289607 0.38316 0.294009 0.0114613 -0.00440246
0.75 0.708333 0.208333 0.353217 0.339589 0.341506 0.341506 0.0117103 -0.00191689
0.791667 0.708333 0.208333 0.305502 0.383711 0.294009 0.38316 0.0114927 0.000551139
0.833333 0.708333 0.208333 0.252155 0.421075 0.241481 0.418258 0.010673 0.00281716
0.875 0.708333 0.208333 0.193929 0.45076 0.184822 0.4462 0.00910671 0.0045603
0.916667 0.708333 0.208333 0.131695 0.471759 0.125 0.466506 0.00669519 0.00525225
0.958333 0.708333 0.208333 0.0665474 0.482924 0.0630393 0.478831 0.00350805 0.00409311
1 0.708333 0.208333 5.91459e-17 0.482963 5.91459e-17 0.482963 -1.2326e-32 -5.55112e-17
0 0.75 0.208333 0 -0.560986 0 -0.560986 0 1.11022e-16
0.0416667 0.75 0.208333 0.0539353 -0.56481 0.0561862 -0.556186 -0.00225087 -0.00862337
0.0833333 0.75 0.208333 0.107231 -0.555655 0.111411 -0.54187 -0.00418049 -0.0137847
0.125 0.75 0.208333 0.159425 -0.534965 0.16473 -0.518283 -0.00530509 -0.0166821
0.166667 0.75 0.208333 0.209652 -0.504006 0.21523 -0.485828 -0.00557758 -0.0181788
0.208333 0.75 0.208333 0.256911 -0.463881 0.262047 -0.44506 -0.00513599 -0.0188216
0.25 0.75 0.208333 0.300216 -0.415597 0.304381 -0.396677 -0.00416509 -0.0189205
0.291667 0.75 0.208333 0.338672 -0.360141 0.341506 -0.341506 -0.0028347 -0.0186347
0.333333 0.75 0.208333 0.371508 -0.298531 0.372789 -0.280493 -0.00128056 -0.0180383
0.375 0.75 0.208333 0.398088 -0.231844 0.397693 -0.21468 0.000395308 -0.017164
0.416667 0.75 0.208333 0.417909 -0.161221 0.415792 -0.145194 0.00211754 -0.0160269
0.458333 0.75 0.208333 0.430606 -0.0878617 0.426777 -0.0732233 0.00382944 -0.0146384
0.5 0.75 0.208333 0.435945 -0.0130111 0.430459 -3.43505e-17 0.00548609 -0.0130111
0.541667 0.75 0.208333 0.433826 0.0620622 0.426777 0.0732233 0.00704887 -0.0111611
0.583333 0.75 0.208333 0.424273 0.136085 0.415792 0.145194 0.00848077 -0.00910848
0.625 0.75 0.208333 0.407434 0.207803 0.397693 0.21468 0.00974166 -0.00687733
0.666667 0.75 0.208333 0.383571 0.275995 0.372789 0.280493 0.0107827 -0.00449747
0.708333 0.75 0.208333 0.353046 0.339496 0.341506 0.341506 0.0115395 -0.00201004
0.75 0.75 0.208333 0.316304 0.397197 0.304381 0.396677 0.0119236 0.000520139
0.791667 0.75 0.208333 0.273862 0.44804 0.262047 0.44506 0.0118154 0.00298034
0.833333 0.75 0.208333 0.226293 0.490995 0.21523 0.485828 0.0110637 0.00516772
0.875 0.75 0.208333 0.174234 0.525007 0.16473 0.518283 0.00950396 0.00672384
0.916667 0.75 0.208333 0.118431 0.54892 0.111411 0.54187 0.0070203 0.00704971
0.958333 0.75 0.208333 0.0598692 0.561413 0.0561862 0.556186 0.00368303 0.0052268
1 0.75 0.208333 5.27161e-17 0.560986 5.27161e-17 0.560986 -6.16298e-33 -1.11022e-16
0 0.791667 0.208333 0 -0.62941 0 -0.62941 0 1.11022e-16
0.0416667 0.791667 0.208333 0.0459382 -0.633134 0.0483718 -0.624025 -0.00243355 -0.00910915
0.0833333 0.791667 0.208333 0.0913733 -0.622337 0.0959159 -0.607963 -0.00454258 -0.014374
0.125 0.791667 0.208333 0.136011 -0.598659 0.141819 -0.581499 -0.00580813 -0.0171605
0.166667 0.791667 0.208333 0.179111 -0.563524 0.185295 -0.545085 -0.00618413 -0.0184392
0.208333 0.791667 0.208333 0.219783 -0.51816 0.225601 -0.499344 -0.00581807 -0.0188158
0.25 0.791667 0.208333 0.257145 -0.46369 0.262047 -0.44506 -0.00490243 -0.01863
0.291667 0.791667 0.208333 0.290398 -0.401217 0.294009 -0.38316 -0.00361124 -0.0180563
0.333333 0.791667 0.208333 0.318859 -0.331883 0.320941 -0.314705 -0.00208197 -0.0171781
0.375 0.791667 0.208333 0.341964 -0.256899 0.342381 -0.240865 -0.000417125 -0.0160346
0.416667 0.791667 0.208333 0.359271 -0.17755 0.357963 -0.162903 0.0013079 -0.0146465
0.458333 0.791667 0.208333 0.370456 -0.0951842 0.36742 -0.0821544 0.00303635 -0.0130298
0.5 0.791667 0.208333 0.375314 -0.0112015 0.37059 -3.85402e-17 0.00472308 -0.0112015
0.541667 0.791667 0.208333 0.373749 0.072973 0.36742 0.0821544 0.00632899 -0.00918146
0.583333 0.791667 0.208333 0.365779 0.15591 0.357963 0.162903 0.00781638 -0.00699306
0.625 0.791667 0.208333 0.351525 0.236202 0.342381 0.240865 0.00914423 -0.00466302
0.666667 0.791667 0.208333 0.331203 0.312481 0.320941 0.314705 0.0102626 -0.00222339
0.708333 0.791667 0.208333 0.305115 0.383443 0.294009 0.38316 0.0111054 0.00028284
0.75 0.791667 0.208333 0.273629 0.447848 0.262047 0.44506 0.0115819 0.00278875
0.791667 0.791667 0.208333 0.23717 0.504522 0.225601 0.499344 0.0115685 0.0051778
0.833333 0.791667 0.208333 0.196202 0.552322 0.185295 0.545085 0.0109072 0.00723779
0.875 0.791667 0.208333 0.151242 0.590086 0.141819 0.581499 0.00942302 0.00858725
0.916667 0.791667 0.208333 0.102903 0.616539 0.0959159 0.607963 0.00698743 0.00857568
0.958333 0.791667 0.208333 0.0520383 0.63021 0.0483718 0.624025 0.00366652 0.00618499
1 0.791667 0.208333 4.53842e-17 0.62941 4.53842e-17 0.62941 -6.16298e-33 -1.11022e-16
0 0.833333 0.208333 0 -0.687064 0 -0.687064 0 1.11022e-16
0.0416667 0.833333 0.208333 0.0373291 -0.690445 0.0397297 -0.681186 -0.00240052 -0.00925831
0.0833333 0.833333 0.208333 0.0742728 -0.678057 0.0787795 -0.663653 -0.00450674 -0.0144036
0.125 0.833333 0.208333 0.110691 -0.651728 0.116481 -0.634765 -0.00579082 -0.0169632
0.166667 0.833333 0.208333 0.145978 -0.613003 0.15219 -0.595015 -0.00621203 -0.0179876
0.208333 0.833333 0.208333 0.179376 -0.563196 0.185295 -0.545085 -0.00591883 -0.0181116
0.25 0.833333 0.208333 0.210131 -0.503511 0.21523 -0.485828 -0.00509861 -0.0176835
0.291667 0.833333 0.208333 0.237564 -0.435139 0.241481 -0.418258 -0.00391749 -0.0168809
0.333333 0.833333 0.208333 0.261096 -0.359322 0.263601 -0.343532 -0.002505 -0.0157901
0.375 0.833333 0.208333 0.280254 -0.277382 0.281211 -0.262928 -0.000956889 -0.0144538
0.416667 0.833333 0.208333 0.294666 -0.190722 0.294009 -0.177825 0.000656648 -0.0128967
0.458333 0.833333 0.208333 0.304059 -0.100819 0.301777 -0.0896799 0.00228276 -0.0111386
0.5 0.833333 0.208333 0.30826 -0.0092002 0.304381 -4.20705e-17 0.00387925 -0.0092002
0.541667 0.833333 0.208333 0.307186 0.0825755 0.301777 0.0896799 0.00540936 -0.00710435
0.583333 0.833333 0.208333 0.300847 0.172949 0.294009 0.177825 0.00683749 -0.00487676
0.625 0.833333 0.208333 0.289336 0.260382 0.281211 0.262928 0.00812481 -0.00254598
0.666667 0.833333 0.208333 0.272825 0.343387 0.263601 0.343532 0.00922406 -0.000145096
0.708333 0.833333 0.208333 0.251554 0.420541 0.241481 0.418258 0.0100727 0.00228289
0.75 0.833333 0.208333 0.225814 0.4905 0.21523 0.485828 0.0105847 0.00467245
0.791667 0.833333 0.208333 0.195937 0.551995 0.185295 0.545085 0.0106419 0.00691014
0.833333 0.833333 0.208333 0.162282 0.603802 0.15219 0.595015 0.0100913 0.0087874
0.875 0.833333 0.208333 0.125241 0.644686 0.116481 0.634765 0.00875987 0.00992166
0.916667 0.833333 0.208333 0.0852943 0.673294 0.0787795 0.663653 0.00651479 0.00964118
0.958333 0.833333 0.208333 0.0431429 0.688043 0.0397297 0.681186 0.00341321 0.00685657
1 0.833333 0.208333 3.72759e-17 0.687064 3.72759e-17 0.687064 -6.16298e-33 -1.11022e-16
0 0.875 0.208333 0 -0.732963 0 -0.732963 0 1.11022e-16
0.0416667 0.875 0.208333 0.0283005 -0.735588 0.0304078 -0.726692 -0.00210727 -0.008896
0.0833333 0.875 0.208333 0.0563017 -0.721576 0.0602952 -0.707988 -0.00399357 -0.0135882
0.125 0.875 0.208333 0.0839974 -0.692932 0.089151 -0.677169 -0.00515369 -0.0157623
0.166667 0.875 0.208333 0.110927 -0.651261 0.116481 -0.634765 -0.00555493 -0.0164964
0.208333 0.875 0.208333 0.136485 -0.597903 0.141819 -0.581499 -0.00533384 -0.0164045
0.25 0.875 0.208333 0.160073 -0.534095 0.16473 -0.518283 -0.00465636 -0.0158117
0.291667 0.875 0.208333 0.181155 -0.461081 0.184822 -0.4462 -0.00366647 -0.0148815
0.333333 0.875 0.208333 0.199277 -0.380176 0.201752 -0.366481 -0.00247495 -0.0136945
0.375 0.875 0.208333 0.214067 -0.292785 0.21523 -0.280493 -0.00116304 -0.0122925
0.416667 0.875 0.208333 0.225235 -0.200407 0.225025 -0.189705 0.000209917 -0.0107017
0.458333 0.875 0.208333 0.232569 -0.104615 0.23097 -0.0956709 0.00159922 -0.00894399
0.5 0.875 0.208333 0.235932 -0.00704153 0.232963 -4.4881e-17 0.00296905 -0.00704153
0.541667 0.875 0.208333 0.235258 0.0906523 0.23097 0.0956709 0.00428808 -0.00501859
0.583333 0.875 0.208333 0.230551 0.186803 0.225025 0.189705 0.00552585 -0.00290145
0.625 0.875 0.208333 0.221879 0.279774 0.21523 0.280493 0.00664913 -0.000718518
0.666667 0.875 0.208333 0.209369 0.36798 0.201752 0.366481 0.0076175 0.00149823
0.708333 0.875 0.208333 0.193199 0.449908 0.184822 0.4462 0.00837749 0.00370865
0.75 0.875 0.208333 0.173585 0.524136 0.16473 0.518283 0.00885523 0.00585344
0.791667 0.875 0.208333 0.150768 0.58933 0.141819 0.581499 0.00894873 0.00783126
0.833333 0.875 0.208333 0.125005 0.644219 0.116481 0.634765 0.00852398 0.00945486
0.875 0.875 0.208333 0.0965771 0.687542 0.089151 0.677169 0.0074261 0.010373
0.916667 0.875 0.208333 0.0658257 0.717931 0.0602952 0.707988 0.00553046 0.00994323
0.958333 0.875 0.208333 0.0332901 0.73375 0.0304078 0.726692 0.00288235 0.00705779
1 0.875 0.208333 2.85297e-17 0.732963 2.85297e-17 0.732963 -6.16298e-33 -1.11022e-16
0 0.916667 0.208333 0 -0.76632 0 -0.76632 0 1.11022e-16
0.0416667 0.916667 0.208333 0.0190305 -0.767481 0.0205656 -0.759765 -0.00153511 -0.00771629
0.0833333 0.916667 0.208333 0.0378099 -0.751672 0.0407793 -0.740209 -0.00296936 -0.0114633
0.125 0.916667 0.208333 0.0564379 -0.721042 0.0602952 -0.707988 -0.00385734 -0.0130546
0.166667 0.916667 0.208333 0.074605 -0.677132 0.0787795 -0.663653 -0.00417454 -0.013479
0.208333 0.916667 0.208333 0.0918875 -0.621211 0.0959159 -0.607963 -0.00402836 -0.0132478
0.25 0.916667 0.208333 0.107867 -0.55449 0.111411 -0.54187 -0.00354456 -0.0126198
0.291667 0.916667 0.208333 0.12217 -0.47823 0.125 -0.466506 -0.00283013 -0.0117236
0.333333 0.916667 0.208333 0.134484 -0.393784 0.13645 -0.38316 -0.00196635 -0.0106237
0.375 0.916667 0.208333 0.144553 -0.302613 0.145566 -0.293258 -0.00101244 -0.00935526
0.416667 0.916667 0.208333 0.152179 -0.20628 0.15219 -0.198338 -1.14872e-05 -0.00794183
0.458333 0.916667 0.208333 0.157215 -0.106429 0.156211 -0.100025 0.00100403 -0.00640393
0.5 0.916667 0.208333 0.159567 -0.00476238 0.157559 -4.69236e-17 0.00200805 -0.00476238
0.541667 0.916667 0.208333 0.159189 0.0969856 0.156211 0.100025 0.00297771 -0.00303933
0.583333 0.916667 0.208333 0.156081 0.19708 0.15219 0.198338 0.00389074 -0.00125837
0.625 0.916667 0.208333 0.150288 0.293814 0.145566 0.293258 0.00472282 0.000555541
0.666667 0.916667 0.208333 0.141895 0.385535 0.13645 0.38316 0.00544439 0.00237507
0.708333 0.916667 0.208333 0.131016 0.470674 0.125 0.466506 0.00601631 0.00416715
0.75 0.916667 0.208333 0.117795 0.547755 0.111411 0.54187 0.00638437 0.00588476
0.791667 0.916667 0.208333 0.102389 0.615412 0.0959159 0.607963 0.0064732 0.00744947
0.833333 0.916667 0.208333 0.0849621 0.67237 0.0787795 0.663653 0.00618259 0.00871665
0.875 0.916667 0.208333 0.0656895 0.717397 0.0602952 0.707988 0.00539424 0.00940961
0.916667 0.916667 0.208333 0.0447881 0.749207 0.0407793 0.740209 0.0040088 0.00899807
0.958333 0.916667 0.208333 0.0226249 0.766238 0.0205656 0.759765 0.00205931 0.00647306
1 0.916667 0.208333 1.92954e-17 0.76632 1.92954e-17 0.76632 -3.08149e-33 -1.11022e-16
0 0.958333 0.208333 0 -0.786566 0 -0.786566 0 1.11022e-16
0.0416667 0.958333 0.208333 0.00962851 -0.784988 0.0103715 -0.779837 -0.000743014 -0.00515125
0.0833333 0.958333 0.208333 0.0190438 -0.767057 0.0205656 -0.759765 -0.00152174 -0.00729263
0.125 0.958333 0.208333 0.0283997 -0.734808 0.0304078 -0.726692 -0.00200807 -0.00811581
0.166667 0.958333 0.208333 0.0375423 -0.689449 0.0397297 -0.681186 -0.00218734 -0.00826253
0.208333 0.958333 0.208333 0.0462524 -0.632057 0.0483718 -0.624025 -0.00211939 -0.00803218
0.25 0.958333 0.208333 0.0543138 -0.563757 0.0561862 -0.556186 -0.00187242 -0.0075711
0.291667 0.958333 0.208333 0.0615358 -0.485783 0.0630393 -0.478831 -0.00150356 -0.00695169
0.333333 0.958333 0.208333 0.067758 -0.399494 0.0688138 -0.393283 -0.00105581 -0.00621111
0.375 0.958333 0.208333 0.0728505 -0.306377 0.0734108 -0.301006 -0.000560319 -0.00537093
0.416667 0.958333 0.208333 0.0767121 -0.208025 0.0767518 -0.203578 -3.96578e-05 -0.00444665
0.458333 0.958333 0.208333 0.0792687 -0.10612 0.0787795 -0.102667 0.000489213 -0.00345219
0.5 0.958333 0.208333 0.080472 -0.00240174 0.0794593 -4.81633e-17 0.00101269 -0.00240174
0.541667 0.958333 0.208333 0.0802984 0.101357 0.0787795 0.102667 0.00151884 -0.00131018
0.583333 0.958333 0.208333 0.0787478 0.203385 0.0767518 0.203578 0.00199602 -0.000193147
0.625 0.958333 0.208333 0.0758424 0.301939 0.0734108 0.301006 0.00243152 0.000933105
0.666667 0.958333 0.208333 0.0716236 0.395334 0.0688138 0.393283 0.00280984 0.00205119
0.708333 0.958333 0.208333 0.0661497 0.481972 0.0630393 0.478831 0.00311039 0.00314084
0.75 0.958333 0.208333 0.0594908 0.560361 0.0561862 0.556186 0.00330458 0.00417454
0.791667 0.958333 0.208333 0.0517241 0.629133 0.0483718 0.624025 0.00335236 0.00510801
0.833333 0.958333 0.208333 0.0429297 0.687047 0.0397297 0.681186 0.00320003 0.00586079
0.875 0.958333 0.208333 0.0331909 0.73297 0.0304078 0.726692 0.00278315 0.0062776
0.916667 0.958333 0.208333 0.0226115 0.765814 0.0205656 0.759765 0.00204594 0.0060494
0.958333 0.958333 0.208333 0.0113789 0.784361 0.0103715 0.779837 0.00100738 0.00452427
1 0.958333 0.208333 9.73096e-18 0.786566 9.73096e-18 0.786566 -1.54074e-33 -1.11022e-16
0 1 0.208333 0 -0.793353 0 -0.793353 0 1.11022e-16
0.0416667 1 0.208333 9.73096e-18 -0.786566 9.73096e-18 -0.786566 -1.54074e-33 1.11022e-16
0.0833333 1 0.208333 1.92954e-17 -0.76632 1.92954e-17 -0.76632 -3.08149e-33 1.11022e-16
0.125 1 0.208333 2.85297e-17 -0.732963 2.85297e-17 -0.732963 -6.16298e-33 1.11022e-16
0.166667 1 0.208333 3.72759e-17 -0.687064 3.72759e-17 -0.687064 -6.16298e-33 1.11022e-16
0.208333 1 0.208333 4.53842e-17 -0.62941 4.53842e-17 -0.62941 -6.16298e-33 1.11022e-16
0.25 1 0.208333 5.27161e-17 -0.560986 5.27161e-17 -0.560986 -6.16298e-33 1.11022e-16
0.291667 1 0.208333 5.91459e-17 -0.482963 5.91459e-17 -0.482963 -1.2326e-32 5.55112e-17
0.333333 1 0.208333 6.45637e-17 -0.396677 6.45637e-17 -0.396677 -1.2326e-32 5.55112e-17
0.375 1 0.208333 6.88769e-17 -0.303603 6.88769e-17 -0.303603 -1.2326e-32 5.55112e-17
0.416667 1 0.208333 7.20115e-17 -0.205335 7.20115e-17 -0.205335 -1.2326e-32 2.77556e-17
0.458333 1 0.208333 7.3914e-17 -0.103553 7.3914e-17 -0.103553 -1.2326e-32 1.38778e-17
0.5 1 0.208333 7.45518e-17 -4.85789e-17 7.45518e-17 -4.85789e-17 -1.2326e-32 6.16298e-33
0.541667 1 0.208333 7.3914e-17 0.103553 7.3914e-17 0.103553 -1.2326e-32 -1.38778e-17
0.583333 1 0.208333 7.20115e-17 0.205335 7.20115e-17 0.205335 -1.2326e-32 -2.77556e-17
0.625 1 0.208333 6.88769e-17 0.303603 6.88769e-17 0.303603 -1.2326e-32 -5.55112e-17
0.666667 1 0.208333 6.45637e-17 0.396677 6.45637e-17 0.396677 -1.2326e-32 -5.55112e-17
0.708333 1 0.208333 5.91459e-17 0.482963 5.91459e-17 0.482963 -1.2326e-32 -5.55112e-17
0.75 1 0.208333 5.27161e-17 0.560986 5.27161e-17 0.560986 -6.16298e-33 -1.11022e-16
0.791667 1 0.208333 4.53842e-17 0.62941 4.53842e-17 0.62941 -6.16298e-33 -1.11022e-16
0.833333 1 0.208333 3.72759e-17 0.687064 3.72759e-17 0.687064 -6.16298e-33 -1.11022e-16
0.875 1 0.208333 2.85297e-17 0.732963 2.85297e-17 0.732963 -6.16298e-33 -1.11022e-16
0.916667 1 0.208333 1.92954e-17 0.76632 1.92954e-17 0.76632 -3.08149e-33 -1.11022e-16
0.958333 1 0.208333 9.73096e-18 0.786566 9.73096e-18 0.786566 -1.54074e-33 -1.11022e-16
1 1 0.208333 9.12996e-33 0.793353 9.12996e-33 0.793353 -1.36846e-48 -1.11022e-16
0 0 0.25 0 0.707107 0 0.707107 0 -1.11022e-16
0.0416667 0 0.25 0 0.701057 0 0.701057 0 -1.11022e-16
